Wav_path,Txt_path,Prompts
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0209.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0209.txt,at
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0118.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0118.txt,tear
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0132.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0132.txt,shoot
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0212.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0212.txt,Both injuries were to the same leg
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0355.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0355.txt,four
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0065.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0065.txt,thigh
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0115.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0115.txt,three
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0122.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0122.txt,Just one side got wet
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0005.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0005.txt,explore
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0278.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0278.txt,xray
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0381.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0381.txt,Although always again again
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0141.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0141.txt,pitting
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0217.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0217.txt,thorn
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0375.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0375.txt,no
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0232.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0232.txt,barn
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0149.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0149.txt,six
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0193.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0193.txt,nine
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0357.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0357.txt,Help Greg to pick a peck of potatoes
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0023.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0023.txt,rocks
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0289.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0289.txt,right
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0284.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0284.txt,wit
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0285.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0285.txt,ham
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0388.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0388.txt,ticker
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0072.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0072.txt,dot
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0371.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0371.txt,bed
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0281.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0281.txt,and
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0170.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0170.txt,I expect we'll bounce back this week
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0323.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0323.txt,dress
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0373.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0373.txt,witch
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0035.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0035.txt,much
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0125.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0125.txt,knew
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0186.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0186.txt,It also provides for funds to clear slums and help colleges build dormitories
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0197.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0197.txt,There is a treehouse up above
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0255.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0255.txt,dark
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0316.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0316.txt,yankee
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0114.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0114.txt,we're
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0210.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0210.txt,hark
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0028.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0028.txt,You're used to being on the field
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0362.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0362.txt,sell
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0206.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0206.txt,heart
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0177.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0177.txt,no
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0319.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0319.txt,sip
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0389.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0389.txt,The hotel man
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0349.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0349.txt,Please open the window quickly
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0181.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0181.txt,tell
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0208.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0208.txt,sitting
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0137.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0137.txt,droop
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0302.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0302.txt,sing
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0043.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0043.txt,Mother sews yellow gingham aprons
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0392.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0392.txt,glitter
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0077.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0077.txt,pad
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0142.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0142.txt,pitting
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0213.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0213.txt,I have had my bell rung
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0090.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0090.txt,sigh
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0187.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0187.txt,lima
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0341.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0341.txt,nod
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0034.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0034.txt,single
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0243.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0243.txt,"Night after night, they received annoying phone calls"
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0096.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0096.txt,lip
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0202.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0202.txt,sign
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0029.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0029.txt,pat
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0262.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0262.txt,leak
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0194.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0194.txt,mike
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0037.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0037.txt,group
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0253.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0253.txt,league
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0268.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0268.txt,pit
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0369.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0369.txt,I'm willing to experiment for the first time
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0273.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0273.txt,romeo
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0205.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0205.txt,spark
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0014.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0014.txt,suit
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0008.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0008.txt,I feel I can play this weekend
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0272.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0272.txt,litter
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0018.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0018.txt,prior
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0178.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0178.txt,witch
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0383.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0383.txt,You can ride stagecoach
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0229.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0229.txt,seed
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0227.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0227.txt,park
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0139.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0139.txt,mut
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0286.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0286.txt,The owners regularly look for plumbing leaks
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0344.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0344.txt,neat
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0025.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0025.txt,galore
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0265.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0265.txt,Carl lives in a lively home
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0219.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0219.txt,Day after day some new episode is reported
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0040.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0040.txt,sprinkle
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0069.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0069.txt,cycle
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0019.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0019.txt,This was easy for us
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0304.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0304.txt,down
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0333.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0333.txt,liquor
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0354.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0354.txt,rock
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0074.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0074.txt,write
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0318.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0318.txt,tango
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0053.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0053.txt,area
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0258.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0258.txt,spain
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0103.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0103.txt,witch
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0220.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0220.txt,papa
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0297.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0297.txt,uniform
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0236.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0236.txt,The misguided souls have lost their way
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0121.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0121.txt,troop
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0027.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0027.txt,One validated acts of school districts
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0374.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0374.txt,a
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0237.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0237.txt,sigh
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0105.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0105.txt,write
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0002.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0002.txt,Where were you while we were away?
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0056.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0056.txt,Why yell or worry over silly items?
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0225.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0225.txt,lair
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0242.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0242.txt,Nothing has been done yet to take advantage of the enabling legislation
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0180.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0180.txt,oscar
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0370.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0370.txt,Each one volunteered to jump first
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0042.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0042.txt,Mother sews yellow gingham aprons
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0191.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0191.txt,cart
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0295.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0295.txt,wicked
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0157.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0157.txt,start
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0256.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0256.txt,"She wore warm, fleecy, woolen overalls"
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0339.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0339.txt,tin
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0108.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0108.txt,yes
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0116.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0116.txt,side
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0175.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0175.txt,kitten
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0183.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0183.txt,hat
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0154.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0154.txt,shy
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0299.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0299.txt,sin
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0313.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0313.txt,Nobody really expects to evacuate
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0158.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0158.txt,bit
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0264.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0264.txt,loyal
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0250.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0250.txt,hem
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0360.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0360.txt,shell
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0159.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0159.txt,bitten
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0062.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0062.txt,cheer
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0321.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0321.txt,Beg that guard for one gallon of gas
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0135.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0135.txt,Will Robin wear a yellow lily?
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0204.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0204.txt,The job provides many benefits
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0155.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0155.txt,The museum hires musicians every evening
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0233.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0233.txt,and
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0131.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0131.txt,All the big baseball players get traded
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0010.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0010.txt,light
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0244.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0244.txt,part
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0033.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0033.txt,shear
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0252.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0252.txt,city
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0126.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0126.txt,peer
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0325.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0325.txt,Ned
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0017.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0017.txt,prior
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0051.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0051.txt,Both figures would go higher in later years
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0291.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0291.txt,The wait for work can be very do it again
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0047.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0047.txt,rock
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0290.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0290.txt,him
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0098.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0098.txt,here
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0317.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0317.txt,bitter
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0283.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0283.txt,ship
archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/wav_headMic/0221.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M05/Session2/prompts/0221.txt,papa
